Croco diel,Identified Proteins (1170),Accession Number,Molecular Weight,Protein Grouping Ambiguity,151222_WH8501diel_T1_2ug,151222_WH8501diel_T2_2ug,151222_WH8501diel_T3_2ug,151222_WH8501diel_T4_2ug,151222_WH8501diel_T5_2ug,151222_WH8501diel_T6_2ug,151222_WH8501diel_T7_2ug,151222_WH8501diel_T8_2ug,151222_WH8501diel_T9_2ug,151222_WH8501diel_T10_2ug,151222_WH8501diel_T11_2ug,151222_WH8501diel_T12_2ug,151222_WH8501diel_T13_2ug,151222_WH8501diel_T14_2ug,151222_WH8501diel_T15_2ug,151222_WH8501diel_T16_2ug
928,ZP_00515047 CwatDRAFT_4965 Anthranilate phosphoribosyl transferase [Crocosphaera watsonii WH 8501],638430312,37 kDa,,7.7132,7.5756,6.0087,6.0672,6.6268,8.089,8.4026,7.4279,4.3641,2.2046,10.629,2.6006,5.7069,6.2832,4.7607,2.0016
929,ZP_00518442 CwatDRAFT_0871 Peptidoglycan-binding LysM:Peptidase  M23B [Crocosphaera watsonii WH 8501],638433727,46 kDa,1,0.96415,0.94696,1.0015,1.0112,0.94669,0.89878,0,0,0,0,0.88577,2.6006,5.7069,0,1.9043,0
930,ZP_00517089 CwatDRAFT_2767 Phosphoribosylformylglycinamidine cyclo-ligase [Crocosphaera watsonii WH 8501],638432368,36 kDa,,6.749,3.7878,4.0058,3.0336,1.8934,4.4939,1.8673,2.7855,4.3641,1.1023,3.5431,0,1.1414,0,0.95213,1.0008
931,ZP_00518071 CwatDRAFT_1414 Glutamate-5-semialdehyde dehydrogenase [Crocosphaera watsonii WH 8501],638433360,47 kDa,,2.8924,0,0,0,0,0.89878,2.8009,3.7139,0,0,1.7715,0,0,0,0,0
932,ZP_00517705 CwatDRAFT_1863 Nicotinate-nucleotide pyrophosphorylase [Crocosphaera watsonii WH 8501],638432995,26 kDa,,0.96415,1.8939,1.0015,0,0,0,0.93363,0,0,0,0,0,0,0,0,0
933,ZP_00514598 CwatDRAFT_5782 Protein of unknown function DUF815 [Crocosphaera watsonii WH 8501],638429859,50 kDa,,2.8924,0,0,2.0224,0,0.89878,1.8673,0,0,2.2046,0,0,1.1414,0,0,0
934,ZP_00516647 CwatDRAFT_3147 Uracil phosphoribosyl transferase [Crocosphaera watsonii WH 8501],638431918,24 kDa,,1.9283,0,4.0058,2.0224,0.94669,2.6963,1.8673,2.7855,2.1821,4.4093,2.6573,11.703,12.555,7.3304,6.6649,3.0024
935,ZP_00516225 CwatDRAFT_3691 hypothetical protein [Crocosphaera watsonii WH 8501],638431513,20 kDa,,2.8924,10.417,14.02,14.157,6.6268,1.7976,0,0,0,1.1023,0,0,0,0,0,0
936,ZP_00516750 CwatDRAFT_3315 RNA-binding region RNP-1  (RNA recognition motif) [Crocosphaera watsonii WH 8501],638432034,11 kDa,,5.7849,6.6287,7.0102,9.1008,6.6268,3.5951,2.8009,8.3564,3.2731,2.2046,0,7.8019,0,2.0944,0.95213,1.0008
937,"ZP_00513533 CwatDRAFT_6743 Competence-damaged protein:CinA, C-terminal [Crocosphaera watsonii WH 8501]",638428786,45 kDa,,4.8207,0,2.0029,1.0112,1.8934,3.5951,3.7345,5.5709,2.1821,0,4.4289,0,1.1414,1.0472,0,0
938,ZP_00517174 CwatDRAFT_2912 hypothetical protein [Crocosphaera watsonii WH 8501],638432446,15 kDa,,4.8207,5.6817,8.0116,7.0784,3.7868,3.5951,4.6681,8.3564,6.5462,5.5116,2.6573,6.5016,5.7069,3.1416,3.8085,3.0024
939,ZP_00516470 CwatDRAFT_3095 Pyridoxal phosphate biosynthetic protein PdxJ [Crocosphaera watsonii WH 8501],638431737,26 kDa,,3.8566,1.8939,0,1.0112,0,0,0,0,0,0,2.6573,0,2.2827,3.1416,2.8564,1.0008
940,ZP_00517633 CwatDRAFT_2278 hypothetical protein [Crocosphaera watsonii WH 8501],638432903,35 kDa,,1.9283,3.7878,2.0029,1.0112,1.8934,0.89878,0.93363,0,0,0,0.88577,0,0,0,0.95213,0
941,ZP_00518824 CwatDRAFT_0568 Septum formation topological specificity factor MinE [Crocosphaera watsonii WH 8501],638434111,11 kDa,,1.9283,4.7348,3.0044,2.0224,0,2.6963,0.93363,2.7855,0,2.2046,0.88577,6.5016,4.5655,5.236,1.9043,0
942,ZP_00514657 CwatDRAFT_5510 ErfK/YbiS/YcfS/YnhG [Crocosphaera watsonii WH 8501],638429919,21 kDa,,0,0,2.0029,27.303,27.454,18.874,2.8009,0,0,0,0,0,0,0,0,0
943,ZP_00518496 CwatDRAFT_1236 Sigma-70 region 3:Sigma-70 region 2:Sigma-70 region 4:Sigma-70 region 1.2 [Crocosphaera watsonii WH 8501],638433775,43 kDa,1,0.96415,7.5756,32.046,24.269,0.94669,0,0,0,0,0,0,0,0,0,0,0
944,ZP_00518459 CwatDRAFT_0613 Sugar isomerase (SIS) [Crocosphaera watsonii WH 8501],638433744,23 kDa,,10.606,4.7348,0,0,0,0,0,0,2.1821,7.7162,5.3146,9.1022,19.403,25.133,15.234,8.0064
945,"ZP_00517678 CwatDRAFT_1948 Guanosine-5'-triphosphate,3'-diphosphate diphosphatase [Crocosphaera watsonii WH 8501]",638432955,64 kDa,,2.8924,0,0,0,0,0.89878,0.93363,0,1.091,0,0.88577,0,0,0,0,0
946,"ZP_00517938 CwatDRAFT_1698 AAA ATPase, central region [Crocosphaera watsonii WH 8501]",638433226,47 kDa,1,0.96415,1.8939,1.0015,1.0112,0,0,0,0,0,0,0,0,0,0,0.95213,2.0016
947,ZP_00516476 CwatDRAFT_3102 OstA-like protein [Crocosphaera watsonii WH 8501],638431725,18 kDa,,8.6773,9.4696,14.02,9.1008,4.7335,7.1902,5.6018,9.2849,2.1821,2.2046,0,0,1.1414,3.1416,1.9043,3.0024
948,ZP_00518740 CwatDRAFT_0920 similar to Uncharacterized protein conserved in bacteria [Crocosphaera watsonii WH 8501],638434032,24 kDa,,4.8207,1.8939,3.0044,4.0448,7.5735,9.8866,6.5354,3.7139,3.2731,0,2.6573,0,1.1414,1.0472,0,2.0016
949,ZP_00516917 CwatDRAFT_3382 hypothetical protein [Crocosphaera watsonii WH 8501],638432197,30 kDa,,5.7849,2.8409,8.0116,10.112,1.8934,1.7976,2.8009,3.7139,2.1821,2.2046,0,0,0,0,0,0
950,ZP_00518543 CwatDRAFT_0958 hypothetical protein [Crocosphaera watsonii WH 8501],638433832,24 kDa,,2.8924,0.94696,1.0015,0,1.8934,0.89878,1.8673,0.92849,1.091,1.1023,2.6573,2.6006,0,3.1416,0.95213,1.0008
951,ZP_00517819 CwatDRAFT_1171 TPR repeat:TPR repeat [Crocosphaera watsonii WH 8501],638433102,53 kDa,,1.9283,2.8409,5.0073,6.0672,6.6268,5.3927,5.6018,0.92849,0,2.2046,1.7715,2.6006,2.2827,4.1888,0.95213,0
952,ZP_00513888 CwatDRAFT_6564 Amidase [Crocosphaera watsonii WH 8501],638429143,50 kDa,,0.96415,3.7878,4.0058,1.0112,0.94669,5.3927,0.93363,0.92849,0,0,2.6573,1.3003,3.4241,1.0472,0,4.0032
953,ZP_00518485 CwatDRAFT_1105 Glycolate oxidase subunit GlcD [Crocosphaera watsonii WH 8501],638433770,52 kDa,,0.96415,0,3.0044,3.0336,0.94669,0.89878,0.93363,0.92849,0,1.1023,0.88577,0,0,0,0.95213,1.0008
954,ZP_00513748 CwatDRAFT_6131 N-acylglucosamine-6-phosphate 2-epimerase [Crocosphaera watsonii WH 8501],638429003,24 kDa,,4.8207,3.7878,4.0058,3.0336,0.94669,0.89878,0,0,2.1821,3.307,4.4289,3.901,7.9896,8.3776,8.5692,5.004
955,ZP_00517190 CwatDRAFT_2611 FAD dependent oxidoreductase [Crocosphaera watsonii WH 8501],638432472,44 kDa,,0.96415,1.8939,0,0,0,0,0,0,0,0,1.7715,0,1.1414,1.0472,0.95213,0
956,ZP_00515121 CwatDRAFT_5097 Protein of unknown function DUF28 [Crocosphaera watsonii WH 8501],638430386,28 kDa,,3.8566,2.8409,3.0044,4.0448,1.8934,1.7976,2.8009,0,1.091,0,0,1.3003,0,0,0,1.0008
957,ZP_00514771 CwatDRAFT_5574 Menaquinone biosynthesis protein [Crocosphaera watsonii WH 8501],638430033,66 kDa,,0,0,0,0,0,0.89878,0,0,2.1821,0,0.88577,0,0,0,0,0
958,ZP_00516048 CwatDRAFT_3957 TatD-related deoxyribonuclease [Crocosphaera watsonii WH 8501],638431321,30 kDa,,0,0.94696,0,0,1.8934,0.89878,1.8673,0,0,1.1023,0.88577,1.3003,1.1414,3.1416,0,1.0008
959,ZP_00517047 CwatDRAFT_2413 Protein of unknown function UPF0061 [Crocosphaera watsonii WH 8501],638432328,55 kDa,,2.8924,0,0,0,0,2.6963,0,0.92849,0,0,0.88577,0,0,0,0.95213,0
960,ZP_00514938 CwatDRAFT_5191 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430200,43 kDa,,6.749,4.7348,2.0029,2.0224,0.94669,1.7976,3.7345,0,0,2.2046,1.7715,0,0,1.0472,0.95213,1.0008
961,ZP_00514522 CwatDRAFT_5438 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429782,17 kDa,,6.749,4.7348,5.0073,8.0896,5.6801,5.3927,6.5354,7.4279,2.1821,7.7162,0.88577,5.2013,5.7069,9.4248,5.7128,10.008
962,"ZP_00518306 CwatDRAFT_1886 Cobyrinic acid a,c-diamide synthase [Crocosphaera watsonii WH 8501]",638433588,33 kDa,,1.9283,2.8409,3.0044,1.0112,4.7335,3.5951,7.469,3.7139,4.3641,2.2046,5.3146,0,0,2.0944,1.9043,3.0024
963,ZP_00513848 CwatDRAFT_6196 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429103,57 kDa,,0.96415,1.8939,1.0015,0,0,0.89878,0,0,0,0,0.88577,0,0,0,0,0
964,ZP_00514710 CwatDRAFT_5545 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429972,11 kDa,,6.749,2.8409,3.0044,5.056,4.7335,4.4939,3.7345,4.6424,5.4551,3.307,0.88577,2.6006,0,0,0.95213,1.0008
965,"ZP_00514440 CwatDRAFT_5386 Cytochrome c oxidase, subunit II:Cytochrome c oxidase, subunit II [Crocosphaera watsonii WH 8501]",638429700,32 kDa,,0,0,0,6.0672,7.5735,21.571,21.473,10.213,10.91,1.1023,1.7715,0,0,0,0,0
966,ZP_00515453 CwatDRAFT_4521 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430760,6 kDa,,0.96415,0,0,1.0112,1.8934,1.7976,0.93363,1.857,0,4.4093,2.6573,2.6006,4.5655,1.0472,1.9043,1.0008
967,ZP_00515273 CwatDRAFT_4741 Protein of unknown function DUF502 [Crocosphaera watsonii WH 8501],638430602,27 kDa,,3.8566,2.8409,1.0015,1.0112,0,0.89878,0,1.857,2.1821,0,2.6573,0,0,1.0472,0.95213,0
968,ZP_00515015 CwatDRAFT_4941 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430280,34 kDa,,5.7849,3.7878,2.0029,3.0336,1.8934,2.6963,0.93363,1.857,1.091,1.1023,0.88577,1.3003,1.1414,1.0472,0.95213,2.0016
969,ZP_00514502 CwatDRAFT_5834 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429762,8 kDa,,4.8207,4.7348,7.0102,5.056,3.7868,3.5951,4.6681,4.6424,6.5462,6.6139,11.515,20.805,14.838,8.3776,8.5692,3.0024
970,ZP_00514229 CwatDRAFT_5255 Histone-like bacterial DNA-binding protein [Crocosphaera watsonii WH 8501],638429487,10 kDa,,0,2.8409,0,1.0112,0,0,0.93363,0.92849,1.091,0,0.88577,0,0,0,0,0
971,ZP_00516248 CwatDRAFT_3660 ABC transporter [Crocosphaera watsonii WH 8501],638431527,29 kDa,,2.8924,2.8409,3.0044,4.0448,4.7335,2.6963,5.6018,1.857,1.091,0,4.4289,0,0,3.1416,2.8564,2.0016
972,ZP_00514078 CwatDRAFT_6327 Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [Crocosphaera watsonii WH 8501],638429335,27 kDa,,6.749,3.7878,5.0073,3.0336,2.8401,3.5951,4.6681,2.7855,3.2731,6.6139,4.4289,6.5016,5.7069,5.236,7.6171,2.0016
973,ZP_00514308 CwatDRAFT_5303 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429567,18 kDa,,11.57,7.5756,4.0058,3.0336,3.7868,4.4939,2.8009,0.92849,3.2731,7.7162,3.5431,10.403,6.8482,6.2832,7.6171,1.0008
974,ZP_00516090 CwatDRAFT_3923 GUN4-like [Crocosphaera watsonii WH 8501],638431343,22 kDa,,3.8566,1.8939,2.0029,1.0112,1.8934,0,0,0.92849,0,0,0,2.6006,4.5655,4.1888,3.8085,4.0032
975,ZP_00515879 CwatDRAFT_4107 Cytochrome-c oxidase [Crocosphaera watsonii WH 8501],638431125,35 kDa,,0,0,4.0058,17.19,9.4669,12.583,0.93363,3.7139,1.091,1.1023,0,1.3003,0,0,0,0
976,"ZP_00517893 CwatDRAFT_2198 regulatory protein, GntR [Crocosphaera watsonii WH 8501]",638433176,36 kDa,,2.8924,0,1.0015,3.0336,0,0.89878,0.93363,0,0,0,1.7715,2.6006,2.2827,3.1416,0.95213,2.0016
977,ZP_00518678 CwatDRAFT_1392 Transaldolase [Crocosphaera watsonii WH 8501],638433959,22 kDa,,2.8924,2.8409,1.0015,0,0.94669,0,0.93363,0,0,0,0.88577,0,0,3.1416,1.9043,1.0008
978,ZP_00514015 CwatDRAFT_6295 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429272,47 kDa,,1.9283,0,2.0029,2.0224,0,1.7976,0,1.857,0,0,2.6573,0,1.1414,0,0,0
979,ZP_00518521 CwatDRAFT_1034 Sulfate-transporting ATPase [Crocosphaera watsonii WH 8501],638433807,28 kDa,,4.8207,1.8939,2.0029,0,0,0.89878,0,0.92849,1.091,1.1023,0.88577,1.3003,2.2827,3.1416,0.95213,4.0032
980,"ZP_00514231 CwatDRAFT_5257 Peptidase M52, hydrogen uptake protein [Crocosphaera watsonii WH 8501]",638429489,18 kDa,,0,0,8.0116,7.0784,0.94669,2.6963,3.7345,3.7139,1.091,2.2046,2.6573,1.3003,2.2827,4.1888,0,0
981,"ZP_00519238 CwatDRAFT_0194 Glycosyl transferase, family 2 [Crocosphaera watsonii WH 8501]",638434529,76 kDa,1,32.781,20.833,17.025,9.1008,7.5735,7.1902,5.6018,3.7139,7.6372,5.5116,31.888,1.3003,22.827,39.794,32.372,31.025
982,ZP_00515001 CwatDRAFT_5159 Fe-S metabolism associated SufE [Crocosphaera watsonii WH 8501],638430266,16 kDa,,0,0.94696,1.0015,0,1.8934,2.6963,5.6018,0,0,0,0,1.3003,1.1414,10.472,7.6171,0
983,ZP_00518405 CwatDRAFT_1276 Thioredoxin-related [Crocosphaera watsonii WH 8501],638433683,31 kDa,,0,0,0,2.0224,0,0.89878,0.93363,0,0,0,0,0,0,0,0,0
984,ZP_00515377 CwatDRAFT_4852 TPR repeat [Crocosphaera watsonii WH 8501],638430509,17 kDa,,5.7849,7.5756,6.0087,6.0672,5.6801,3.5951,2.8009,4.6424,4.3641,5.5116,3.5431,6.5016,4.5655,8.3776,6.6649,3.0024
985,ZP_00518319 CwatDRAFT_2220 N-acetylglucosamine-6-phosphate deacetylase [Crocosphaera watsonii WH 8501],638433600,42 kDa,,1.9283,1.8939,2.0029,2.0224,0.94669,0.89878,0.93363,1.857,0,1.1023,2.6573,0,3.4241,2.0944,1.9043,2.0016
986,ZP_00514759 CwatDRAFT_5570 hypothetical protein [Crocosphaera watsonii WH 8501],638430021,29 kDa,,2.8924,0,3.0044,2.0224,0.94669,3.5951,2.8009,0,1.091,3.307,2.6573,0,0,1.0472,0,2.0016
987,ZP_00516444 CwatDRAFT_4057 hypothetical protein [Crocosphaera watsonii WH 8501],638431694,25 kDa,,2.8924,6.6287,3.0044,2.0224,0,0.89878,0.93363,0,0,1.1023,0.88577,0,0,0,0,0
988,ZP_00517299 CwatDRAFT_2419 microcompartments protein [Crocosphaera watsonii WH 8501],638432581,29 kDa,,7.7132,1.8939,0,0,0,0,0.93363,0,1.091,1.1023,0,0,2.2827,2.0944,0,1.0008
989,ZP_00514037 CwatDRAFT_6489 Photosystem I assembly Ycf4 protein [Crocosphaera watsonii WH 8501],638429294,20 kDa,,2.8924,2.8409,3.0044,5.056,1.8934,3.5951,1.8673,3.7139,5.4551,3.307,7.9719,0,1.1414,2.0944,1.9043,3.0024
990,"ZP_00517888 CwatDRAFT_2193 Molybdenum ABC transporter, periplasmic binding protein [Crocosphaera watsonii WH 8501]",638433171,28 kDa,,5.7849,8.5226,5.0073,4.0448,2.8401,3.5951,3.7345,4.6424,4.3641,2.2046,2.6573,1.3003,1.1414,2.0944,1.9043,5.004
991,"ZP_00514991 CwatDRAFT_4927 Peptidase M22, glycoprotease [Crocosphaera watsonii WH 8501]",638430256,24 kDa,,0.96415,0.94696,2.0029,0,2.8401,1.7976,2.8009,2.7855,2.1821,1.1023,0.88577,0,0,2.0944,1.9043,1.0008
992,ZP_00517000 CwatDRAFT_3026 FAD dependent oxidoreductase [Crocosphaera watsonii WH 8501],638432281,41 kDa,,0,1.8939,0,1.0112,0,1.7976,1.8673,0,1.091,2.2046,3.5431,1.3003,0,1.0472,0,0
993,ZP_00518461 CwatDRAFT_1136 Peptidyl-tRNA hydrolase [Crocosphaera watsonii WH 8501],638433746,23 kDa,,0.96415,2.8409,0,0,0.94669,0,0,0,0,0,1.7715,0,1.1414,0,0.95213,0
994,ZP_00518159 CwatDRAFT_1366 Aluminium resistance [Crocosphaera watsonii WH 8501],638433449,44 kDa,,9.6415,4.7348,5.0073,4.0448,0,1.7976,1.8673,3.7139,2.1821,0,0.88577,0,0,2.0944,0,1.0008
995,"ZP_00518443 CwatDRAFT_0872 Putative translation initiation factor, aIF-2BI:Initiation factor 2B alpha/beta/delta [Crocosphaera watsonii WH 8501]",638433730,39 kDa,,2.8924,0,1.0015,1.0112,0,2.6963,1.8673,0,1.091,1.1023,0.88577,0,4.5655,4.1888,4.7607,2.0016
996,"ZP_00517086 CwatDRAFT_2775 Response regulator receiver:Transcriptional regulatory protein, C-terminal [Crocosphaera watsonii WH 8501]",638432365,29 kDa,,0,1.8939,1.0015,0,0,0,0,0,0,2.2046,4.4289,0,1.1414,1.0472,0,0
997,ZP_00518994 CwatDRAFT_0628 hypothetical protein [Crocosphaera watsonii WH 8501],638434284,19 kDa,,5.7849,5.6817,5.0073,4.0448,3.7868,4.4939,5.6018,7.4279,5.4551,2.2046,6.2004,3.901,3.4241,8.3776,6.6649,5.004
998,ZP_00515016 CwatDRAFT_4942 circadian clock protein KaiA homolog [Crocosphaera watsonii WH 8501],638430281,36 kDa,,7.7132,4.7348,4.0058,5.056,0.94669,1.7976,1.8673,2.7855,2.1821,3.307,1.7715,1.3003,1.1414,3.1416,0.95213,3.0024
999,ZP_00517815 CwatDRAFT_1791 Secretion protein HlyD [Crocosphaera watsonii WH 8501],638433096,56 kDa,,6.749,3.7878,2.0029,0,0,0.89878,0,0,0,0,0.88577,0,0,0,0,2.0016
1000,ZP_00515747 CwatDRAFT_4275 Molybdenum cofactor biosynthesis protein [Crocosphaera watsonii WH 8501],638431017,22 kDa,,6.749,2.8409,3.0044,3.0336,0,0.89878,0.93363,1.857,2.1821,3.307,0.88577,1.3003,1.1414,1.0472,0,1.0008
1001,ZP_00516360 CwatDRAFT_3573 Phosphoglycerate/bisphosphoglycerate mutase [Crocosphaera watsonii WH 8501],638431647,24 kDa,,10.606,2.8409,3.0044,4.0448,0.94669,0,0,1.857,0,0,1.7715,1.3003,1.1414,2.0944,0.95213,1.0008
1002,ZP_00516672 CwatDRAFT_2748 Ferredoxin-dependent bilin reductase [Crocosphaera watsonii WH 8501],638431955,28 kDa,,0,0,1.0015,0,0,0,0,0,2.1821,1.1023,0.88577,0,1.1414,1.0472,0,0
1003,"ZP_00516696 CwatDRAFT_3002 ABC transporter, transmembrane region:ABC transporter [Crocosphaera watsonii WH 8501]",638431981,65 kDa,,4.8207,4.7348,1.0015,4.0448,0.94669,1.7976,3.7345,2.7855,0,0,1.7715,0,0,0,0.95213,1.0008
1004,ZP_00515259 CwatDRAFT_4727 Carboxymethylenebutenolidase [Crocosphaera watsonii WH 8501],638430573,33 kDa,,0.96415,2.8409,5.0073,3.0336,2.8401,2.6963,1.8673,1.857,3.2731,0,1.7715,5.2013,1.1414,2.0944,0.95213,2.0016
1005,ZP_00516160 CwatDRAFT_3879 Flavoprotein monooxygenase [Crocosphaera watsonii WH 8501],638431430,49 kDa,,0.96415,0,0,1.0112,1.8934,1.7976,2.8009,0.92849,2.1821,0,7.0862,1.3003,1.1414,0,0,0
1006,ZP_00518052 CwatDRAFT_1772 similar to Nucleoside-diphosphate-sugar epimerases [Crocosphaera watsonii WH 8501],638433335,37 kDa,,0,0,1.0015,0,1.8934,0.89878,0,0,1.091,0,0.88577,0,0,1.0472,0,0
1007,ZP_00517001 CwatDRAFT_3027 CBS:Protein of unknown function DUF21 [Crocosphaera watsonii WH 8501],638432282,38 kDa,,0.96415,2.8409,4.0058,4.0448,3.7868,4.4939,4.6681,1.857,3.2731,2.2046,7.9719,0,3.4241,3.1416,2.8564,1.0008
1008,ZP_00515362 CwatDRAFT_4835 Delta 1-pyrroline-5-carboxylate reductase [Crocosphaera watsonii WH 8501],638430550,27 kDa,,5.7849,4.7348,5.0073,4.0448,4.7335,5.3927,5.6018,3.7139,5.4551,4.4093,9.7435,7.8019,4.5655,15.708,13.33,7.0056
1009,"ZP_00513998 CwatDRAFT_6284 H+-transporting two-sector ATPase, A subunit [Crocosphaera watsonii WH 8501]",638429255,28 kDa,,3.8566,4.7348,4.0058,7.0784,2.8401,1.7976,4.6681,6.4994,1.091,6.6139,1.7715,0,1.1414,3.1416,1.9043,4.0032
1010,ZP_00515883 CwatDRAFT_4111 Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase [Crocosphaera watsonii WH 8501],638431121,30 kDa,,4.8207,5.6817,4.0058,1.0112,4.7335,5.3927,4.6681,3.7139,3.2731,4.4093,6.2004,3.901,6.8482,6.2832,5.7128,3.0024
1011,ZP_00513580 CwatDRAFT_6033 unknown protein [Crocosphaera watsonii WH 8501],638428834,55 kDa,,0.96415,0.94696,0,1.0112,0,0.89878,2.8009,0.92849,1.091,0,1.7715,0,0,1.0472,0,0
1012,ZP_00514947 CwatDRAFT_4902 GDP-L-fucose synthase [Crocosphaera watsonii WH 8501],638430210,35 kDa,,2.8924,0.94696,2.0029,0,0.94669,1.7976,0.93363,0,0,1.1023,1.7715,0,1.1414,3.1416,2.8564,0
1013,ZP_00519002 CwatDRAFT_0585 Ribonuclease III [Crocosphaera watsonii WH 8501],638434286,39 kDa,,2.8924,0,0,0,0,0,0,0.92849,0,0,0,0,0,0,0,0
1014,ZP_00517261 CwatDRAFT_2971 RRNA 16S rRNA dimethylase [Crocosphaera watsonii WH 8501],638432548,31 kDa,,0.96415,0,0,0,0,0.89878,1.8673,0.92849,1.091,1.1023,2.6573,0,1.1414,2.0944,0.95213,1.0008
1015,ZP_00515906 CwatDRAFT_4020 Conserved hypothetical protein 423 [Crocosphaera watsonii WH 8501],638431174,43 kDa,,1.9283,0.94696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,ZP_00518035 CwatDRAFT_0926 hypothetical protein [Crocosphaera watsonii WH 8501],638433323,23 kDa,,5.7849,4.7348,5.0073,5.056,4.7335,4.4939,4.6681,4.6424,2.1821,4.4093,4.4289,6.5016,2.2827,8.3776,3.8085,6.0048
1017,ZP_00515901 CwatDRAFT_4022 similar to Sporulation protein and related proteins [Crocosphaera watsonii WH 8501],638431169,60 kDa,,5.7849,3.7878,4.0058,1.0112,0,0.89878,0,1.857,0,0,0,0,0,0,0.95213,2.0016
1018,ZP_00516491 CwatDRAFT_3254 hypothetical protein [Crocosphaera watsonii WH 8501],638431785,17 kDa,,0,1.8939,3.0044,4.0448,1.8934,4.4939,1.8673,0,0,0,0,0,0,0,0,1.0008
1019,ZP_00514407 CwatDRAFT_5365 ATP phosphoribosyltransferase [Crocosphaera watsonii WH 8501],638429667,23 kDa,,0,2.8409,1.0015,0,0,2.6963,0.93363,2.7855,0,0,0,0,0,3.1416,0.95213,2.0016
1020,"ZP_00515239 CwatDRAFT_4700 Ferredoxin [2Fe-2S], plant [Crocosphaera watsonii WH 8501]",638430532,14 kDa,,1.9283,1.8939,5.0073,3.0336,2.8401,3.5951,4.6681,4.6424,1.091,3.307,2.6573,5.2013,2.2827,3.1416,2.8564,1.0008
1021,"ZP_00517807 CwatDRAFT_1782 Peptidase S41A, C-terminal protease [Crocosphaera watsonii WH 8501]",638433091,46 kDa,,4.8207,1.8939,0,0,0,1.7976,0,0,0,1.1023,1.7715,0,2.2827,6.2832,1.9043,1.0008
1022,ZP_00514292 CwatDRAFT_5292 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429551-DECOY,?,,0,0,1.0015,0,0,0.89878,0,0,0,0,0.88577,0,1.1414,2.0944,0,1.0008
1023,ZP_00514770 CwatDRAFT_5691 Methyltransferase FkbM [Crocosphaera watsonii WH 8501],638430032,31 kDa,,0,0,0,0,1.8934,5.3927,2.8009,1.857,0,1.1023,0,0,0,0,0,1.0008
1024,"ZP_00516734 CwatDRAFT_2857 Spore maturation protein, SpmB [Crocosphaera watsonii WH 8501]",638431992,52 kDa,,3.8566,1.8939,1.0015,3.0336,0.94669,0.89878,0.93363,0.92849,0,2.2046,2.6573,0,0,1.0472,4.7607,3.0024
1025,ZP_00515951 CwatDRAFT_4156 Signal peptidase I [Crocosphaera watsonii WH 8501],638431219,22 kDa,,6.749,4.7348,4.0058,4.0448,3.7868,5.3927,3.7345,3.7139,1.091,2.2046,2.6573,1.3003,3.4241,2.0944,5.7128,4.0032
1026,ZP_00514355 CwatDRAFT_5902 TPR repeat:TPR repeat [Crocosphaera watsonii WH 8501],638429614,43 kDa,,6.749,4.7348,0,0,0,0,0,0,0,0,0,1.3003,11.414,9.4248,3.8085,4.0032
1027,ZP_00518944 CwatDRAFT_0693 RNA polymerase gamma-subunit [Crocosphaera watsonii WH 8501],638434233,5 kDa,,6.749,6.6287,9.0131,9.1008,1.8934,1.7976,0.93363,6.4994,9.8193,4.4093,2.6573,0,2.2827,0,0,0
1028,ZP_00518261 CwatDRAFT_1587 hypothetical protein [Crocosphaera watsonii WH 8501],638433548,42 kDa,,0.96415,0.94696,1.0015,1.0112,0.94669,2.6963,1.8673,2.7855,2.1821,1.1023,1.7715,2.6006,1.1414,2.0944,0.95213,2.0016
1029,ZP_00517501 CwatDRAFT_2259 Nucleotidyl transferase [Crocosphaera watsonii WH 8501],638432769,27 kDa,,4.8207,3.7878,4.0058,3.0336,3.7868,4.4939,1.8673,1.857,1.091,1.1023,1.7715,0,2.2827,6.2832,4.7607,3.0024
1030,ZP_00518492 CwatDRAFT_1231 Protein of unknown function DUF820 [Crocosphaera watsonii WH 8501],638433779,22 kDa,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0944,0,1.0008
1031,"ZP_00518506 CwatDRAFT_1404 Acetyl-CoA carboxylase, alpha subunit [Crocosphaera watsonii WH 8501]",638433788,36 kDa,,4.8207,0.94696,0,0,0.94669,0,0,0,0,1.1023,2.6573,2.6006,4.5655,3.1416,0,0
1032,ZP_00516276 CwatDRAFT_3614 hypothetical protein [Crocosphaera watsonii WH 8501],638431545,27 kDa,,0.96415,2.8409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
