croco diel 2015,Identified Proteins (1725),Accession Number,Molecular Weight,Protein Grouping Ambiguity,c02,c04,c06,c08,c10,c12,c14,c16,c18,c20,c22,c24
848,ZP_00513670 CwatDRAFT_6675 Conserved hypothetical protein 730 [Crocosphaera watsonii WH 8501],638428924,40 kDa,,3.8725,1.9561,0,1.1202,0,1.0935,0,0,0,1.0023,0,0
849,ZP_00518029 CwatDRAFT_1553 Carboxymethylenebutenolidase [Crocosphaera watsonii WH 8501],638433316,29 kDa,,0.96812,0,8.7067,2.2404,1.1988,2.187,3.6502,5.7314,1.0221,3.0069,4.3984,4.9309
850,ZP_00518364 CwatDRAFT_1209 Mannose-1-phosphate guanylyltransferase (GDP) [Crocosphaera watsonii WH 8501],638433650,40 kDa,,1.9362,0.97807,0.96741,1.1202,0,2.187,2.7377,2.8657,1.0221,2.0046,1.7594,1.9724
851,ZP_00518864 CwatDRAFT_1094 hypothetical protein [Crocosphaera watsonii WH 8501],638434152,64 kDa,,0,1.9561,0.96741,2.2404,1.1988,2.187,0.91256,0,0,2.0046,2.639,1.9724
852,ZP_00514315 CwatDRAFT_5929 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429574,15 kDa,,7.745,17.605,13.544,8.9615,16.783,8.7482,7.3005,13.373,10.221,11.025,7.9171,8.8757
853,ZP_00515074 CwatDRAFT_4984 Alanine--glyoxylate transaminase [Crocosphaera watsonii WH 8501],638430339,41 kDa,,0,0.97807,0.96741,5.6009,3.5963,0,1.8251,1.9105,5.1104,6.0138,3.5187,4.9309
854,"ZP_00518187 CwatDRAFT_1710 HAD-superfamily hydrolase, subfamily IA, variant 3 [Crocosphaera watsonii WH 8501]",638433474,27 kDa,,1.9362,2.9342,4.837,3.3606,2.3975,3.2806,3.6502,4.7761,4.0883,7.0161,1.7594,1.9724
855,ZP_00518452 CwatDRAFT_0606 similar to Nucleoside-diphosphate-sugar epimerases [Crocosphaera watsonii WH 8501],638433737,34 kDa,,5.8087,7.8245,6.7718,5.6009,5.9938,5.4676,7.3005,7.6418,7.1545,9.0207,11.436,4.9309
856,ZP_00518159 CwatDRAFT_1366 Aluminium resistance [Crocosphaera watsonii WH 8501],638433449,44 kDa,,0,5.8684,7.7393,4.4807,3.5963,3.2806,7.3005,4.7761,4.0883,3.0069,5.2781,7.8895
857,ZP_00514122 CwatDRAFT_6352 Guanylate kinase [Crocosphaera watsonii WH 8501],638429380,21 kDa,,0,0,1.9348,0,1.1988,0,0,3.8209,2.0441,2.0046,1.7594,1.9724
858,ZP_00515977 CwatDRAFT_3716 Coenzyme A biosynthesis protein:Cytidyltransferase-related [Crocosphaera watsonii WH 8501],638431246,18 kDa,,0.96812,3.9123,4.837,3.3606,1.1988,4.3741,1.8251,1.9105,0,2.0046,4.3984,0.98619
859,ZP_00518616 CwatDRAFT_1117 hypothetical protein [Crocosphaera watsonii WH 8501],638433906,21 kDa,,1.9362,7.8245,7.7393,6.7211,4.795,4.3741,1.8251,3.8209,2.0441,4.0092,3.5187,6.9033
860,ZP_00516882 CwatDRAFT_3212 Peptidoglycan-binding domain 1:Staphylococcus nuclease (SNase-like) [Crocosphaera watsonii WH 8501],638432159,34 kDa,,0,1.9561,1.9348,2.2404,1.1988,2.187,1.8251,1.9105,1.0221,0,1.7594,2.9586
861,"ZP_00516752 CwatDRAFT_3317 Glycosyl transferase, group 1 [Crocosphaera watsonii WH 8501]",638432033,46 kDa,,0,1.9561,0,0,1.1988,1.0935,2.7377,4.7761,1.0221,1.0023,2.639,2.9586
862,"ZP_00516735 CwatDRAFT_2858 Glutamate--cysteine ligase, GCS2 [Crocosphaera watsonii WH 8501]",638431990,43 kDa,,0,1.9561,0.96741,1.1202,1.1988,1.0935,2.7377,0,3.0662,2.0046,3.5187,0.98619
863,ZP_00514349 CwatDRAFT_5324 Putative RNA methylase:THUMP [Crocosphaera watsonii WH 8501],638429608,43 kDa,,0,0.97807,2.9022,0,1.1988,1.0935,2.7377,1.9105,1.0221,2.0046,1.7594,0.98619
864,ZP_00518863 CwatDRAFT_1093 ABC transporter [Crocosphaera watsonii WH 8501],638434153,36 kDa,TRUE,6.7769,6.8465,7.7393,3.3606,4.795,6.5611,8.2131,10.508,7.1545,9.0207,7.0374,5.9171
865,ZP_00516225 CwatDRAFT_3691 hypothetical protein [Crocosphaera watsonii WH 8501],638431513,20 kDa,,0,0,3.8696,12.322,17.981,15.309,2.7377,0.95523,0,0,0,0.98619
866,ZP_00515947 CwatDRAFT_4157 Adenine phosphoribosyl transferase [Crocosphaera watsonii WH 8501],638431215,19 kDa,,6.7769,2.9342,3.8696,4.4807,7.1926,4.3741,6.3879,6.6866,6.1324,6.0138,6.1578,5.9171
867,ZP_00518261 CwatDRAFT_1587 hypothetical protein [Crocosphaera watsonii WH 8501],638433548,42 kDa,,0.96812,0.97807,2.9022,1.1202,1.1988,2.187,5.4754,2.8657,2.0441,2.0046,5.2781,0.98619
868,ZP_00518617 CwatDRAFT_1118 hypothetical protein [Crocosphaera watsonii WH 8501],638433908,18 kDa,,3.8725,6.8465,4.837,4.4807,3.5963,2.187,3.6502,1.9105,4.0883,3.0069,1.7594,2.9586
869,ZP_00517780 CwatDRAFT_1488 similar to ABC-type branched-chain amino acid transport systems periplasmic component [Crocosphaera watsonii WH 8501],638433062-DECOY,?,,0,0,0,0,0,0,0,0,1.0221,0,0,0
870,ZP_00515042 CwatDRAFT_4962 hypothetical protein [Crocosphaera watsonii WH 8501],638430307,28 kDa,,0,4.8903,4.837,5.6009,5.9938,6.5611,5.4754,4.7761,3.0662,6.0138,7.0374,5.9171
871,ZP_00518485 CwatDRAFT_1105 Glycolate oxidase subunit GlcD [Crocosphaera watsonii WH 8501],638433770-DECOY,?,,0,0,0,0,1.1988,0,0,0,0,0,0,0
872,ZP_00514150 CwatDRAFT_6430 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429408,14 kDa,,1.9362,7.8245,7.7393,5.6009,5.9938,4.3741,6.3879,5.7314,7.1545,7.0161,6.1578,7.8895
873,ZP_00516819 CwatDRAFT_2719 Methyltransferase FkbM [Crocosphaera watsonii WH 8501],638432104,44 kDa,,0,3.9123,3.8696,2.2404,1.1988,2.187,3.6502,2.8657,2.0441,2.0046,3.5187,3.9448
874,ZP_00516111 CwatDRAFT_3781 hypothetical protein [Crocosphaera watsonii WH 8501],638431396,14 kDa,,9.6812,7.8245,5.8044,4.4807,5.9938,4.3741,8.2131,9.5523,10.221,9.0207,6.1578,2.9586
875,ZP_00514782 CwatDRAFT_5580 Cobalamin synthesis protein/P47K:Cobalamin synthesis protein/P47K [Crocosphaera watsonii WH 8501],638430044,40 kDa,,2.9044,5.8684,8.7067,5.6009,3.5963,6.5611,4.5628,4.7761,8.1766,1.0023,6.1578,8.8757
876,ZP_00514765 CwatDRAFT_5695 Pentapeptide repeat [Crocosphaera watsonii WH 8501],638430027,19 kDa,,1.9362,7.8245,7.7393,6.7211,4.795,6.5611,10.038,2.8657,6.1324,5.0115,1.7594,2.9586
877,"ZP_00518818 CwatDRAFT_0561 Peptidase S41A, C-terminal protease [Crocosphaera watsonii WH 8501]",638434106,51 kDa,,0.96812,0.97807,1.9348,0,0,0,0,0,0,1.0023,5.2781,3.9448
878,ZP_00517087 CwatDRAFT_2766 Creatininase [Crocosphaera watsonii WH 8501],638432366,27 kDa,,0.96812,10.759,9.6741,10.082,8.3913,12.029,10.951,10.508,7.1545,5.0115,10.556,11.834
879,ZP_00517001 CwatDRAFT_3027 CBS:Protein of unknown function DUF21 [Crocosphaera watsonii WH 8501],638432282,38 kDa,,0,2.9342,0.96741,2.2404,1.1988,3.2806,2.7377,2.8657,2.0441,5.0115,3.5187,3.9448
880,ZP_00517416 CwatDRAFT_2307 Sodium/hydrogen exchanger [Crocosphaera watsonii WH 8501],638432706,57 kDa,,0,0.97807,3.8696,2.2404,2.3975,4.3741,3.6502,2.8657,2.0441,3.0069,3.5187,3.9448
881,ZP_00514685 CwatDRAFT_5736 transferase hexapeptide repeat:Nucleotidyl transferase:Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain I [Crocosphaera watsonii WH 8501],638429947,93 kDa,,1.9362,0.97807,1.9348,1.1202,0,0,0,0.95523,0,0,1.7594,3.9448
882,ZP_00515768 CwatDRAFT_4300 MotA/TolQ/ExbB proton channel [Crocosphaera watsonii WH 8501],638430980,25 kDa,,0,7.8245,6.7718,6.7211,7.1926,8.7482,5.4754,3.8209,6.1324,7.0161,7.9171,7.8895
883,ZP_00518290 CwatDRAFT_1570 Glutaredoxin-related protein [Crocosphaera watsonii WH 8501],638433574,12 kDa,,4.8406,4.8903,7.7393,3.3606,3.5963,8.7482,10.951,7.6418,4.0883,6.0138,4.3984,7.8895
884,ZP_00517633 CwatDRAFT_2278 hypothetical protein [Crocosphaera watsonii WH 8501],638432903,35 kDa,,0,2.9342,2.9022,7.8413,3.5963,3.2806,5.4754,4.7761,3.0662,2.0046,3.5187,3.9448
885,ZP_00514921 CwatDRAFT_5209 DSBA oxidoreductase [Crocosphaera watsonii WH 8501],638430183,28 kDa,,0.96812,5.8684,6.7718,7.8413,8.3913,7.6547,5.4754,6.6866,12.265,8.0184,7.0374,4.9309
886,ZP_00514138 CwatDRAFT_6365 MbtH-like protein [Crocosphaera watsonii WH 8501],638429396,8 kDa,,0,6.8465,4.837,10.082,10.789,5.4676,7.3005,2.8657,7.1545,3.0069,4.3984,3.9448
887,ZP_00514929 CwatDRAFT_4898 Amino acid permease-associated region [Crocosphaera watsonii WH 8501],638430191,81 kDa,,0,0,0,1.1202,0,0,0.91256,0,0,0,0.87968,0
888,ZP_00517890 CwatDRAFT_2195 hypothetical protein [Crocosphaera watsonii WH 8501],638433173,11 kDa,,9.6812,8.8026,5.8044,3.3606,5.9938,4.3741,7.3005,7.6418,5.1104,3.0069,5.2781,2.9586
889,ZP_00516187 CwatDRAFT_3635 Conserved hypothetical protein 1784 [Crocosphaera watsonii WH 8501],638431467,30 kDa,TRUE,0,1.9561,1.9348,2.2404,2.3975,1.0935,0.91256,0.95523,1.0221,1.0023,1.7594,1.9724
890,ZP_00515779 CwatDRAFT_4173 Metallophosphoesterase [Crocosphaera watsonii WH 8501],638431057,40 kDa,,1.9362,1.9561,1.9348,2.2404,3.5963,4.3741,6.3879,4.7761,3.0662,4.0092,1.7594,0.98619
891,ZP_00516380 CwatDRAFT_3593 Exoribonuclease II [Crocosphaera watsonii WH 8501],638431623,71 kDa,TRUE,0,0.97807,0,0,0,0,0.91256,1.9105,0,0,0.87968,0.98619
892,"ZP_00517695 CwatDRAFT_2363 regulatory protein, LysR:LysR, substrate-binding [Crocosphaera watsonii WH 8501]",638432972,37 kDa,,6.7769,3.9123,3.8696,2.2404,1.1988,3.2806,2.7377,3.8209,0,2.0046,5.2781,2.9586
893,ZP_00518129 CwatDRAFT_1290 hypothetical protein [Crocosphaera watsonii WH 8501],638433403,28 kDa,,0,0,0,1.1202,0,2.187,3.6502,1.9105,0,2.0046,1.7594,0.98619
894,"ZP_00518900 CwatDRAFT_0813 ATP-dependent carboxylate-amine ligase-like, ATP-grasp [Crocosphaera watsonii WH 8501]",638434184,46 kDa,,0,1.9561,0.96741,0,0,0,0.91256,0,0,0,1.7594,0.98619
895,ZP_00514273 CwatDRAFT_5276 Inositol-1(or 4)-monophosphatase [Crocosphaera watsonii WH 8501],638429532,30 kDa,,2.9044,2.9342,1.9348,3.3606,2.3975,1.0935,2.7377,3.8209,1.0221,0,3.5187,3.9448
896,ZP_00515306 CwatDRAFT_4777 Flavoprotein monooxygenase [Crocosphaera watsonii WH 8501],638430647,45 kDa,,0,1.9561,3.8696,4.4807,2.3975,2.187,5.4754,3.8209,4.0883,4.0092,2.639,2.9586
897,ZP_00517815 CwatDRAFT_1791 Secretion protein HlyD [Crocosphaera watsonii WH 8501],638433096,56 kDa,,0,4.8903,2.9022,2.2404,2.3975,0,2.7377,0,0,1.0023,2.639,1.9724
898,ZP_00516189 CwatDRAFT_3637 similar to ATPases [Crocosphaera watsonii WH 8501],638431470,45 kDa,,0,0.97807,1.9348,1.1202,0,0,0,1.9105,0,1.0023,0.87968,0
899,ZP_00518881 CwatDRAFT_0636 Transposase IS66 [Crocosphaera watsonii WH 8501],638434171,60 kDa,TRUE,0,2.9342,0.96741,1.1202,1.1988,0,0,0.95523,1.0221,0,1.7594,0
900,"ZP_00514487 CwatDRAFT_5413 Peptidase M20D, amidohydrolase [Crocosphaera watsonii WH 8501]",638429747,43 kDa,,2.9044,3.9123,3.8696,2.2404,2.3975,3.2806,1.8251,2.8657,0,3.0069,2.639,3.9448
901,ZP_00518536 CwatDRAFT_1501 hypothetical protein [Crocosphaera watsonii WH 8501],638433820,41 kDa,,0.96812,0.97807,1.9348,1.1202,0,3.2806,4.5628,4.7761,2.0441,5.0115,4.3984,6.9033
902,ZP_00516706 CwatDRAFT_3013 Small GTP-binding protein domain:GTP-binding:GTP-binding protein Era [Crocosphaera watsonii WH 8501],638431974,35 kDa,,0,1.9561,1.9348,1.1202,1.1988,0,0,0.95523,0,2.0046,0,1.9724
903,ZP_00513966 CwatDRAFT_6519 S-layer homology region [Crocosphaera watsonii WH 8501],638429223,25 kDa,,1.9362,0.97807,1.9348,1.1202,0,0,0,0,0,0,0,2.9586
904,ZP_00514700 CwatDRAFT_5731 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429962,26 kDa,,0,1.9561,2.9022,2.2404,2.3975,0,0,0,0,1.0023,0,0
905,ZP_00514248 CwatDRAFT_5262 ABC transporter [Crocosphaera watsonii WH 8501],638429507,37 kDa,,2.9044,7.8245,4.837,3.3606,2.3975,2.187,4.5628,1.9105,3.0662,4.0092,5.2781,5.9171
906,"ZP_00513521 CwatDRAFT_5993 Response regulator receiver:Transcriptional regulatory protein, C-terminal [Crocosphaera watsonii WH 8501]",638428774,26 kDa,TRUE,0,0.97807,1.9348,1.1202,1.1988,0,1.8251,0,0,1.0023,0.87968,0.98619
907,ZP_00514136 CwatDRAFT_6363 Aminotransferase class-III [Crocosphaera watsonii WH 8501],638429394,54 kDa,,0,3.9123,2.9022,2.2404,0,4.3741,3.6502,0.95523,0,1.0023,2.639,1.9724
908,ZP_00513568 CwatDRAFT_6025 prohibitin homolog [Crocosphaera watsonii WH 8501],638428822,5 kDa,,13.554,6.8465,8.7067,8.9615,8.3913,12.029,7.3005,5.7314,8.1766,9.0207,7.0374,6.9033
909,"ZP_00515944 CwatDRAFT_4160 NADH-plastoquinone oxidoreductase, chain 5 [Crocosphaera watsonii WH 8501]",638431212,75 kDa,,7.745,5.8684,3.8696,4.4807,7.1926,4.3741,4.5628,3.8209,3.0662,5.0115,3.5187,2.9586
910,ZP_00513566 CwatDRAFT_6023 Protein of unknown function DUF187 [Crocosphaera watsonii WH 8501],638428820,49 kDa,,0,0,0,0,0,0,0,0,0,0,0.87968,0.98619
911,ZP_00518649 CwatDRAFT_0883 hypothetical protein [Crocosphaera watsonii WH 8501],638433938,11 kDa,,5.8087,9.7807,3.8696,5.6009,3.5963,7.6547,8.2131,5.7314,4.0883,10.023,7.0374,5.9171
912,"ZP_00513734 CwatDRAFT_6124 Acetyl-CoA carboxylase carboxyl transferase, beta subunit [Crocosphaera watsonii WH 8501]",638428989,36 kDa,,0.96812,2.9342,1.9348,0,1.1988,1.0935,0,1.9105,1.0221,1.0023,1.7594,0.98619
913,ZP_00515705 CwatDRAFT_4374 hypothetical protein [Crocosphaera watsonii WH 8501],638430973,13 kDa,,2.9044,8.8026,7.7393,10.082,9.5901,10.935,9.1256,7.6418,10.221,11.025,7.0374,7.8895
914,"ZP_00515365 CwatDRAFT_4839 AAA ATPase, central region:Clp, N terminal:Clp, N terminal [Crocosphaera watsonii WH 8501]",638430542,87 kDa,TRUE,0.96812,4.8903,6.7718,7.8413,8.3913,9.8417,7.3005,8.597,5.1104,10.023,7.9171,8.8757
915,ZP_00517961 CwatDRAFT_1976 Acriflavin resistance protein [Crocosphaera watsonii WH 8501],638433245,96 kDa,,0,0.97807,0,2.2404,1.1988,1.0935,0.91256,0.95523,0,0,0.87968,0
916,"ZP_00518400 CwatDRAFT_1271 Oxidoreductase, N-terminal [Crocosphaera watsonii WH 8501]",638433690,43 kDa,,0.96812,2.9342,5.8044,3.3606,2.3975,3.2806,4.5628,1.9105,2.0441,3.0069,2.639,2.9586
917,"ZP_00515517 CwatDRAFT_4593 DNA polymerase III, beta chain [Crocosphaera watsonii WH 8501]",638430801,43 kDa,,0.96812,0.97807,0.96741,0,2.3975,3.2806,3.6502,5.7314,1.0221,2.0046,3.5187,2.9586
918,ZP_00517701 CwatDRAFT_1858 5-oxoprolinase (ATP-hydrolyzing) [Crocosphaera watsonii WH 8501],638432988,78 kDa,,0,0,0,0,0,0,0,0,0,0,0,2.9586
919,ZP_00514803 CwatDRAFT_5672 2OG-Fe(II) oxygenase superfamily [Crocosphaera watsonii WH 8501],638430065,25 kDa,,0.96812,1.9561,0,1.1202,3.5963,1.0935,0,0,1.0221,0,0.87968,0.98619
920,ZP_00515677 CwatDRAFT_4359 TrkA-N:Sodium/hydrogen exchanger [Crocosphaera watsonii WH 8501],638430945,70 kDa,,3.8725,3.9123,1.9348,2.2404,1.1988,4.3741,2.7377,1.9105,3.0662,1.0023,4.3984,1.9724
921,ZP_00515883 CwatDRAFT_4111 Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase [Crocosphaera watsonii WH 8501],638431121,30 kDa,,0.96812,3.9123,8.7067,7.8413,4.795,7.6547,7.3005,6.6866,4.0883,6.0138,8.7968,4.9309
922,ZP_00516500 CwatDRAFT_3263 Methyltransferase FkbM [Crocosphaera watsonii WH 8501],638431779,33 kDa,,3.8725,6.8465,8.7067,7.8413,3.5963,4.3741,4.5628,3.8209,2.0441,3.0069,6.1578,8.8757
923,ZP_00517797 CwatDRAFT_3061 surface antigen (D15):Surface antigen variable number [Crocosphaera watsonii WH 8501],638433078,95 kDa,,2.9044,3.9123,4.837,3.3606,4.795,2.187,1.8251,1.9105,5.1104,5.0115,3.5187,5.9171
924,"ZP_00518641 CwatDRAFT_0967 Light-independent protochlorophyllide reductase, B subunit [Crocosphaera watsonii WH 8501]",638433928,57 kDa,,0,0,0,0,0,0,0,0.95523,0,1.0023,0,0
925,ZP_00515036 CwatDRAFT_5142 Peptide methionine sulfoxide reductase [Crocosphaera watsonii WH 8501],638430301,23 kDa,,7.745,1.9561,2.9022,3.3606,0,4.3741,1.8251,2.8657,0,3.0069,6.1578,4.9309
926,"ZP_00516754 CwatDRAFT_3319 Insulinase-like:Peptidase M16, C-terminal [Crocosphaera watsonii WH 8501]",638432025,49 kDa,,0.96812,2.9342,2.9022,2.2404,0,1.0935,1.8251,1.9105,0,0,3.5187,1.9724
927,ZP_00517775 CwatDRAFT_1482 Ribosomal protein L1 [Crocosphaera watsonii WH 8501],638433057,11 kDa,,14.522,6.8465,6.7718,5.6009,7.1926,5.4676,3.6502,2.8657,7.1545,9.0207,5.2781,4.9309
928,ZP_00518797 CwatDRAFT_0948 Squalene/phytoene synthase [Crocosphaera watsonii WH 8501],638434086,37 kDa,,0,0,0,0,1.1988,0,0,0,0,0,0,0
929,ZP_00518966 CwatDRAFT_0487 Para-aminobenzoate synthase component I [Crocosphaera watsonii WH 8501],638434256,52 kDa,,0,0,0,0,0,0,0,0.95523,0,0,0,0
930,ZP_00513562 CwatDRAFT_6022 Cytochrome P450 [Crocosphaera watsonii WH 8501],638428816,52 kDa,,0,0,0.96741,0,0,0,0,0,0,1.0023,1.7594,0
931,ZP_00517228 CwatDRAFT_2703 RNA-binding S4 [Crocosphaera watsonii WH 8501],638432507,31 kDa,,0,0.97807,0.96741,1.1202,0,0,0.91256,0.95523,2.0441,1.0023,0.87968,1.9724
932,ZP_00515569 CwatDRAFT_4651 Short-chain dehydrogenase/reductase SDR [Crocosphaera watsonii WH 8501],638430677,28 kDa,,3.8725,4.8903,3.8696,6.7211,4.795,4.3741,3.6502,3.8209,4.0883,5.0115,4.3984,4.9309
933,ZP_00519002 CwatDRAFT_0585 Ribonuclease III [Crocosphaera watsonii WH 8501],638434286,39 kDa,,0.96812,1.9561,2.9022,0,2.3975,2.187,1.8251,0.95523,1.0221,1.0023,1.7594,0
934,ZP_00515310 CwatDRAFT_4781 Protein of unknown function UPF0075 [Crocosphaera watsonii WH 8501],638430639,42 kDa,,0,0,0,2.2404,1.1988,2.187,1.8251,0,2.0441,0,3.5187,3.9448
935,ZP_00517230 CwatDRAFT_2705 Phage integrase [Crocosphaera watsonii WH 8501],638432513,52 kDa,,0,0,0,0,0,0,0.91256,0,0,0,0,0
936,"ZP_00516378 CwatDRAFT_3591 Transposase, IS605 OrfB [Crocosphaera watsonii WH 8501]",638431625,53 kDa,TRUE,0,0,0,0,0,0,0,0,0,0,1.7594,0
937,"ZP_00518402 CwatDRAFT_1273 Ferredoxin [2Fe-2S], plant [Crocosphaera watsonii WH 8501]",638433689,11 kDa,,3.8725,10.759,4.837,5.6009,1.1988,0,0,0,2.0441,3.0069,10.556,6.9033
938,"ZP_00513722 CwatDRAFT_6117 dTDP-4-dehydrorhamnose 3,5-epimerase [Crocosphaera watsonii WH 8501]",638428977,21 kDa,,2.9044,1.9561,2.9022,2.2404,0,1.0935,1.8251,0.95523,1.0221,0,3.5187,0.98619
939,ZP_00514190 CwatDRAFT_6401 putative RNA helicase [Crocosphaera watsonii WH 8501],638429448,84 kDa,,0,0.97807,0,0,0,0,0,0,0,0,0,0
940,ZP_00514446 CwatDRAFT_5392 hypothetical protein [Crocosphaera watsonii WH 8501],638429706,12 kDa,,0,0.97807,0,1.1202,0,1.0935,0.91256,0.95523,1.0221,1.0023,0,0
941,"ZP_00518134 CwatDRAFT_1440 Magnesium chelatase, ChlI subunit [Crocosphaera watsonii WH 8501]",638433428,75 kDa,,0,1.9561,0,0,0,0,0,0,0,0,0,0.98619
942,ZP_00516082 CwatDRAFT_3915 hypothetical protein [Crocosphaera watsonii WH 8501],638431359,24 kDa,,1.9362,2.9342,5.8044,5.6009,5.9938,10.935,6.3879,7.6418,5.1104,7.0161,7.9171,6.9033
943,ZP_00519346 CwatDRAFT_0089 NAD(+) kinase [Crocosphaera watsonii WH 8501],638434633,33 kDa,,0,2.9342,0.96741,3.3606,1.1988,1.0935,4.5628,2.8657,1.0221,3.0069,1.7594,0
944,ZP_00514922 CwatDRAFT_4896 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430184,19 kDa,,1.9362,2.9342,6.7718,4.4807,5.9938,5.4676,6.3879,4.7761,2.0441,5.0115,3.5187,4.9309
945,ZP_00515037 CwatDRAFT_4958 hypothetical protein [Crocosphaera watsonii WH 8501],638430302,13 kDa,,0,0.97807,0.96741,1.1202,2.3975,0,0,0,4.0883,1.0023,0,0.98619
946,ZP_00516704 CwatDRAFT_3011 GTP cyclohydrolase I [Crocosphaera watsonii WH 8501],638431976,14 kDa,,0,2.9342,2.9022,3.3606,3.5963,3.2806,2.7377,3.8209,1.0221,2.0046,3.5187,1.9724
947,ZP_00518485 CwatDRAFT_1105 Glycolate oxidase subunit GlcD [Crocosphaera watsonii WH 8501],638433770,52 kDa,,0,0,0,0,0,0,0,0,0,0,0.87968,0
948,ZP_00517705 CwatDRAFT_1863 Nicotinate-nucleotide pyrophosphorylase [Crocosphaera watsonii WH 8501],638432995,26 kDa,,1.9362,2.9342,2.9022,2.2404,1.1988,2.187,2.7377,3.8209,1.0221,1.0023,3.5187,3.9448
949,ZP_00518491 CwatDRAFT_1230 Gid protein [Crocosphaera watsonii WH 8501],638433778,50 kDa,,0,0.97807,0,1.1202,0,0,0,1.9105,0,0,0,0.98619
950,"ZP_00518506 CwatDRAFT_1404 Acetyl-CoA carboxylase, alpha subunit [Crocosphaera watsonii WH 8501]",638433788,36 kDa,,5.8087,9.7807,9.6741,5.6009,4.795,4.3741,4.5628,2.8657,5.1104,5.0115,9.6765,10.848
951,"ZP_00516297 CwatDRAFT_3473 Transposase (probable), IS891/IS1136/IS1341:Transposase, IS605 OrfB [Crocosphaera watsonii WH 8501]",638431586,45 kDa,,0,0.97807,0.96741,1.1202,1.1988,1.0935,1.8251,1.9105,1.0221,2.0046,1.7594,0.98619
952,ZP_00515415 CwatDRAFT_4479 Amidophosphoribosyl transferase [Crocosphaera watsonii WH 8501],638430693,55 kDa,,0,0.97807,0,0,0,0,0,0,0,0,0.87968,0.98619
953,ZP_00513930 CwatDRAFT_6534 homolog of ABC-type phosphate transport system substrate-binding protein SphX/PstS [Crocosphaera watsonii WH 8501],638429185,33 kDa,,3.8725,4.8903,6.7718,8.9615,5.9938,7.6547,7.3005,8.597,8.1766,8.0184,8.7968,10.848
954,ZP_00515681 CwatDRAFT_4394 TPR repeat:TPR repeat [Crocosphaera watsonii WH 8501],638430949,30 kDa,,2.9044,1.9561,2.9022,5.6009,3.5963,2.187,0,0,1.0221,2.0046,2.639,1.9724
955,ZP_00515805 CwatDRAFT_4201 hypothetical protein [Crocosphaera watsonii WH 8501],638431090,34 kDa,,2.9044,0,0.96741,1.1202,0,0,0,1.9105,1.0221,1.0023,2.639,0.98619
956,ZP_00515470 CwatDRAFT_4540 Molybdopterin cofactor biosynthesis protein MoaC [Crocosphaera watsonii WH 8501],638430786,19 kDa,,0.96812,0.97807,2.9022,2.2404,2.3975,1.0935,3.6502,0.95523,3.0662,4.0092,1.7594,1.9724
957,ZP_00516737 CwatDRAFT_2860 Peptidoglycan-binding LysM:Peptidase  M23B [Crocosphaera watsonii WH 8501],638431988,75 kDa,TRUE,0,0,0,0,0,0,0,0,0,0,0.87968,0
958,"ZP_00514472 CwatDRAFT_5404 Carotene 7,8-desaturase [Crocosphaera watsonii WH 8501]",638429732,54 kDa,,1.9362,1.9561,0.96741,1.1202,0,0,0.91256,0.95523,0,0,3.5187,1.9724
959,ZP_00518045 CwatDRAFT_0937 MscS Mechanosensitive ion channel [Crocosphaera watsonii WH 8501],638433319,68 kDa,,0,0.97807,0,0,0,0,0.91256,0,0,0,1.7594,0
960,"ZP_00513751 CwatDRAFT_6134 Glycosyl transferase, family 2 [Crocosphaera watsonii WH 8501]",638429006,45 kDa,,0,5.8684,4.837,4.4807,2.3975,3.2806,4.5628,2.8657,4.0883,4.0092,4.3984,6.9033
961,ZP_00518777 CwatDRAFT_1000 hypothetical protein [Crocosphaera watsonii WH 8501],638434071,30 kDa,,0,4.8903,3.8696,1.1202,1.1988,0,0.91256,0.95523,0,1.0023,2.639,1.9724
962,"ZP_00518871 CwatDRAFT_0702 GTP-binding protein, HSR1-related:GTP1/OBG subdomain [Crocosphaera watsonii WH 8501]",638434160,38 kDa,,1.9362,0,2.9022,1.1202,0,1.0935,1.8251,0.95523,1.0221,2.0046,0,0.98619
963,ZP_00518338 CwatDRAFT_1513 Enolase [Crocosphaera watsonii WH 8501],638433620-DECOY,?,,0,0,0,1.1202,0,0,0,0,0,0,0.87968,0
964,ZP_00514244 CwatDRAFT_5259 hypothetical protein [Crocosphaera watsonii WH 8501],638429502,30 kDa,,3.8725,5.8684,5.8044,7.8413,9.5901,9.8417,6.3879,7.6418,11.243,11.025,7.0374,5.9171
965,ZP_00518630 CwatDRAFT_1157 Pentapeptide repeat [Crocosphaera watsonii WH 8501],638433913,50 kDa,,0,0,0,0,0,0,0,0,0,0,0.87968,0
966,"ZP_00513631 CwatDRAFT_6697 Helicase, C-terminal:Type III restriction enzyme, res subunit:DEAD/DEAH box helicase, N-terminal [Crocosphaera watsonii WH 8501]",638428885,63 kDa,,0.96812,0,0.96741,0,0,1.0935,0,0,0,0,0,0
